id,name,categories,latitude,longitude,address,zip_code,price,rating,review_count,url,walk_score
vptUFKgZF3ZwoA9lCps14Q,Chi-Town Chicago Style Eatery,hotdog sandwiches ,30.32037912,-97.95257907,3595 Ranch Rd 620,78738.0,$,4.5,47,https://www.yelp.com/biz/chi-town-chicago-style-eatery-bee-cave?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,29
boU7HdmXarcEdUbuSummbQ,Frydeez,unknown,30.38294701,-97.7218454,,78758.0,$,4.0,22,https://www.yelp.com/biz/frydeez-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,37
RG14VD07mNN-oXeTAYB8Fg,Holy Macaroni,tradamerican ,30.290509999999998,-97.74464,2512 Rio Grande St,78705.0,$,4.0,8,https://www.yelp.com/biz/holy-macaroni-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87
Pa2IRIhT0FjoAMrT5j-gTw,Stacked Sliders,tradamerican sandwiches ,30.2586937,-97.76625061,,78704.0,$,4.5,35,https://www.yelp.com/biz/stacked-sliders-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,71
J-S8U3hSuuZSa1a0xq2kJg,La Holly,tacos cocktailbars ,30.25918659,-97.71444556,2500 E 6th St,78702.0,$$,4.0,7,https://www.yelp.com/biz/la-holly-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,86
bSAqTCPNFVuF_rFg6FhetQ,Paperboy,breakfast_brunch newamerican ,30.2315,-97.78774,4204 Manchaca Rd,78704.0,$,4.0,23,https://www.yelp.com/biz/paperboy-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,74
RslcZcFv3i7CrzyQeqCrdQ,Chilaquil,unknown,30.288420000000002,-97.74179000000001,2420 Guadalupe St,78705.0,,4.0,8,https://www.yelp.com/biz/chilaquil-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,90
tz5HfiS-yqev2_T7qfwj7g,Turf N Surf Po' Boy,seafood chicken_wings ,30.24141,-97.78495,3121 S Lamar Blvd,78704.0,$$,4.5,125,https://www.yelp.com/biz/turf-n-surf-po-boy-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,63
eMpyoVTdsJPEWz1fhhzJ1g,Gordo's Tortas & BBQ,mexican bbq ,30.23020332,-97.93511334,9601 Hwy 290 W,78737.0,$,4.5,92,https://www.yelp.com/biz/gordos-tortas-and-bbq-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,25
1BEyGgqI2rLQYN_kstK2GQ,Taste of Jamaica,caribbean hotdogs ,30.262240000000002,-97.72038,,78702.0,,5.0,2,https://www.yelp.com/biz/taste-of-jamaica-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,83
BQZ6_qTCYHu_SO1eXyKArg,Taqueria Anyeli,mexican ,30.301790000000004,-97.744874,3301 N Lamar Blvd,78705.0,$,5.0,27,https://www.yelp.com/biz/taqueria-anyeli-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,84
ATNVRZWUxp613GiHGsoA8A,Tony's Jamaican Food,foodstands caribbean musicvenues ,30.26878166,-97.72790527,1200 E 11th St,78702.0,$,4.5,201,https://www.yelp.com/biz/tonys-jamaican-food-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,91
pUhC07EEeiH6fnrbWsF8nw,Square Peg Coffee Company,coffee macarons ,30.283409999999996,-97.74004000000001,2010 University Ave,78705.0,$,5.0,13,https://www.yelp.com/biz/square-peg-coffee-company-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,86
heeqwXyKmz99ST_28jdVYg,Juana Taco,mexican breakfast_brunch ,30.268179999999997,-97.72709990000001,1207 E 11st St,78702.0,$,4.0,66,https://www.yelp.com/biz/juana-taco-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,90
b4NznzA8cp0lOFU2Qt8Log,Red White & QUE,unknown,30.261840799999998,-97.7595062,415 Jessie St,78704.0,,5.0,2,https://www.yelp.com/biz/red-white-and-que-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,81
IRYlnMW-H9mildWeEH3asQ,Ms P's Electric Cock Fried Chicken,chickenshop ,30.25912233,-97.73877794,80 Rainey St,78701.0,$$,3.0,15,https://www.yelp.com/biz/ms-ps-electric-cock-fried-chicken-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82
mEUjYBoWX6onGMWhMz9gOQ,Pueblo Viejo Traila,mexican breakfast_brunch ,30.2274,-97.76272,121 Pickle Rd,78704.0,$,4.5,29,https://www.yelp.com/biz/pueblo-viejo-traila-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,69
jLWqQZ9yt3SVJ0AuqXs_vg,Rancho Rio Eatery,unknown,30.290538,-97.74475600000001,2512 Rio Grande St,78705.0,$,4.0,5,https://www.yelp.com/biz/rancho-rio-eatery-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87
RQXxu5U7iC-IS3aqQGMtjg,Cool Beans,vegan vegetarian ,30.2955044,-97.7417585,2908 Fruth St,78705.0,$,4.5,74,https://www.yelp.com/biz/cool-beans-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88
Laqw7n828MgjBdOoly5TpQ,Quick Fix Cuisine,juicebars vegan ,30.25323,-97.71297,2730 E Cesar Chavez St,78702.0,$$,5.0,46,https://www.yelp.com/biz/quick-fix-cuisine-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,81
cb5n0QHbG8RwHdKgqAQowQ,DA Boot Po'boys,cajun sandwiches ,30.42874167,-97.67876839,1716 W Howard Ln,78728.0,,4.5,10,https://www.yelp.com/biz/da-boot-poboys-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,50
da2jaIQ6mTGiZQSWve_BzA,Thai Kruefha,thai ,30.269140000000004,-97.72843,1106 E 11th St,78702.0,$,4.5,44,https://www.yelp.com/biz/thai-kruefha-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,91
0rA6v-w_bt8jrzHcxDGiKg,TIFFANYS,coffee ,30.29005,-97.74161,2538 Guadalupe,78705.0,$,4.5,5,https://www.yelp.com/biz/tiffanys-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94
0TbiJeKi-0oDlymfScGf-Q,El Taconazo,mexican ,30.28468983,-97.65831018,6530 Fm 969,78724.0,,4.5,2,https://www.yelp.com/biz/el-taconazo-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,17
eidjdGMIBkfUrLOM_9a7Yg,La Traila,tacos ,30.40810336,-97.74615653,5108 Balcones Woods Dr,78759.0,$,5.0,7,https://www.yelp.com/biz/la-traila-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,63
kX-54Sn0VO5uqlzxGuANjg,V's Southeast Munchiez,asianfusion ,30.2200985,-97.74904633,,73301.0,$,4.5,9,https://www.yelp.com/biz/vs-southeast-munchiez-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,47
jboUpyq3Eh4LfR262Ue9dQ,Revolution Vegan Kitchen,vegan ,30.18517,-97.79212,7800 S 1st St,78745.0,$,4.5,49,https://www.yelp.com/biz/revolution-vegan-kitchen-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,41
YiiUZZiQScR31790Q61ooA,Sabor Cubano,unknown,30.26725,-97.73716999999999,519 E 7th St,78701.0,,4.0,1,https://www.yelp.com/biz/sabor-cubano-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94
ctene7XHp0PnlPU9013Zhg,No Name Pupusa Trailer,streetvendors importedfood ,30.2062636,-97.77394161,5433 S Congress Ave,78745.0,,4.5,2,https://www.yelp.com/biz/no-name-pupusa-trailer-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,58
XqNgfxyXP3kz8t3iG8ehZA,The Vegan Nom,vegan ,30.255167999999998,-97.71821700000001,2324 E Cesar Chavez,78702.0,$,4.5,350,https://www.yelp.com/biz/the-vegan-nom-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,81
1zXER7AneQwZEOxsrYBEjA,Tacos El Quetzal,tacos ,30.261,-97.75735999999999,1210 Barton Springs Rd,78704.0,$,4.5,7,https://www.yelp.com/biz/tacos-el-quetzal-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,86
ZaAjzqHnKccI82OJ0pe7bQ,Chi'lantro Bbq,unknown,30.354014000000003,-97.68928299999999,9001 N Interstate 35 Frontage Rd,78753.0,$,4.0,5,https://www.yelp.com/biz/chilantro-bbq-austin-7?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,51
ZgOU8gVpIaIYoy-9ThquUQ,Little Lucy's Mini Donuts,donuts ,30.2583972,-97.7385941,75 1/2 Rainey St,78701.0,$,4.5,247,https://www.yelp.com/biz/little-lucys-mini-donuts-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82
WSTN8D48FwOUObzRjSXhBw,Halal Bros,halal foodstands ,30.267962699999998,-97.73877390000001,419 E 7th St,78701.0,$,4.5,103,https://www.yelp.com/biz/halal-bros-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,92
WGc5m-ilp7LJLh-Tl_a6nA,Rosarito Foodtruck,mexican asianfusion ,30.38560246,-97.73654316,,78701.0,$,4.0,40,https://www.yelp.com/biz/rosarito-foodtruck-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,43
xBkKsDS7Sd2-C9anvtlphA,"Thai, How Are You?",thai sushi ,30.28397093,-97.74214219,2100 A Guadalupe St,78705.0,$$,4.0,3,https://www.yelp.com/biz/thai-how-are-you-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88
fvQG-r1Nq1qM5Q2M3wB1TQ,Wrigleyville South Dogs & Beef,hotdog ,30.25338,-97.7624,1311 S Lamar Blvd,78704.0,$,4.5,37,https://www.yelp.com/biz/wrigleyville-south-dogs-and-beef-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,84
czMtnInJNwjigrFlMUMIkw,Dangerously Delicious Pies Austin,bakeries ,30.26272,-97.714493,2421 Webberville Rd,78702.0,$,5.0,2,https://www.yelp.com/biz/dangerously-delicious-pies-austin-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,76
P4AT7PFqBXaKh5pw_syUXw,Casita Nicole Antojitos Mexicanos,unknown,30.1759,-97.82307,9618 Manchaca Rd,78748.0,$,5.0,13,https://www.yelp.com/biz/casita-nicole-antojitos-mexicanos-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,61
oThSAqYYbCOozBkzGD79sQ,The Gypsy Kit Atx,sandwiches catering ,30.28622639,-97.74266342,411 West 23rd,78705.0,$,5.0,3,https://www.yelp.com/biz/the-gypsy-kit-atx-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94
bsNEHMVu4PKP030s46gMyg,Kebabalicious,turkish ,30.26520534,-97.74407149,3rd St & Congress Ave,78701.0,$,4.0,154,https://www.yelp.com/biz/kebabalicious-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,99
-8LDoPjHsg6QM1djzneCTw,Taco Brother,tacos ,30.206876,-97.835625,7612 Brodie Ln,78736.0,$,5.0,10,https://www.yelp.com/biz/taco-brother-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,46
hjzrkKAMZkcMYWhA8gAWVA,Tikka Express,indpak ,30.40258,-97.85521,6900 Ranch Rd 620 N,78732.0,,3.5,4,https://www.yelp.com/biz/tikka-express-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,42
SDrseX8ZB_Meng2XR3KUJw,White Girl Asian Food,asianfusion tacos ,30.259220000000003,-97.73889,80 Rainey St,78701.0,$$,3.0,27,https://www.yelp.com/biz/white-girl-asian-food-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82
LLPz6iVGfo5DFJncWXWDQA,Cafe Ybor Food Bus,cuban tradamerican ,30.199491499999997,-97.9718798,12701 Nutty Brown Rd,78737.0,$$,5.0,39,https://www.yelp.com/biz/cafe-ybor-food-bus-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,22
WEd80SSUBoeDsYOzXs4dTw,Ranch Hand Organic Bowls,newamerican catering ,30.257243300000003,-97.72433649999999,2110 Speedway,78702.0,$$,4.0,24,https://www.yelp.com/biz/ranch-hand-organic-bowls-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,85
FpyyZkQ2zr7zUvhjDwSTcQ,Biscuits and Groovy,breakfast_brunch foodstands ,30.31410449,-97.71969909,5015 Duval St,78751.0,$,4.0,542,https://www.yelp.com/biz/biscuits-and-groovy-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,69
RyG6R0hEFfrMO5VWRwPzpA,Chopped and skewed,unknown,30.25722043,-97.72369344,1910 E Cesar Chavez St,78702.0,,4.5,10,https://www.yelp.com/biz/chopped-and-skewed-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,83
uzLZ81iqcQktFDu0I8061g,Ya Hayati,mediterranean newamerican ,30.26639,-97.74006383,318 E Fifth St,78701.0,$,4.5,40,https://www.yelp.com/biz/ya-hayati-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,99
n8cI6XXXJoVY30E2SJSdMw,Lotus Joint,tacos ,30.22383632,-97.80229507,,78745.0,$,5.0,11,https://www.yelp.com/biz/lotus-joint-austin-2?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,54
EQbbZMJ_GiSmUbmu33Ml5w,Triple Wide,unknown,30.16894272,-97.82630803,10212 Manchaca Rd,78748.0,$$,3.0,17,https://www.yelp.com/biz/triple-wide-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,41
sWT6H8fs6EQnOkZ5CagfhA,Yucatan Tacos,breakfast_brunch tacos ,30.39001212,-97.72004558,2601 W Braker Ln,78758.0,$,5.0,17,https://www.yelp.com/biz/yucatan-tacos-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,42
yjcMEN_yvpad7bCLit6DJA,Milky Way Shakes,icecream ,30.295509999999997,-97.74174000000001,2908 Fruth St,78705.0,$,5.0,30,https://www.yelp.com/biz/milky-way-shakes-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,88
LYX72Wb6uCdwJdc8um3vFg,Sosa Mediterranean Foods,mediterranean ,30.261879999999998,-97.73978000000001,503 E Cesar Chavez St,78701.0,$,5.0,58,https://www.yelp.com/biz/sosa-mediterranean-foods-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94
Ovir9G_KtMdk0mzCvtdpdQ,Pinch,asianfusion ,30.283499499999998,-97.7398858,2100 University Ave,78705.0,$,3.5,8,https://www.yelp.com/biz/pinch-austin-4?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,86
4-tRMOh1pEimD4lrRNkZzA,Morales- TexMex Food,tex-mex chinese ,30.290509999999998,-97.74464,2512 Rio Grande St,78705.0,$,3.0,7,https://www.yelp.com/biz/morales-texmex-food-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87
fiwgOF1xPSM1aqKcp_EIDQ,Pollos Asados El norteño #1,mexican ,30.31105,-97.70685,5327 Cameron Rd,78723.0,$,4.5,19,https://www.yelp.com/biz/pollos-asados-el-norte%C3%B1o-1-austin-6?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,69
FvFANPlO8VeXRB-odX3g-w,Kitchen Window,asianfusion bbq sandwiches ,30.306079999999998,-97.71523,4631 Airport Blvd,78751.0,,5.0,8,https://www.yelp.com/biz/kitchen-window-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,69
O4HMSylmYiudVZFOts3z-g,Grilled Chi,sandwiches soup ,30.18517156,-97.79225199,7800 S First St,78745.0,$$,4.5,13,https://www.yelp.com/biz/grilled-chi-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,41
qsV5JGneRBFUASn0l2Ff3A,Taco Flats,unknown,30.259009999999996,-97.71445,2500 E 6th St,78702.0,$,3.5,10,https://www.yelp.com/biz/taco-flats-austin-3?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,86
2pMQ04sjXY5t0YAHlvdfwA,Chetos Tacos,tacos ,30.29921013,-97.72219006,4011 Red River St,78751.0,$,4.5,12,https://www.yelp.com/biz/chetos-tacos-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,75
Unnftblo4FM6CQb6uBNMZQ,The Ginger Armadillo,unknown,30.2634656,-97.6959036,979 Springdale Rd,78702.0,$,3.5,43,https://www.yelp.com/biz/the-ginger-armadillo-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,73
PtVE8pN-uGpjqstTeicZLg,Otherside Deli,delis sandwiches ,30.301890000000004,-97.73935999999999,606 Maiden Ln,78705.0,$$,5.0,34,https://www.yelp.com/biz/otherside-deli-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,87
q5KABJuVSotoY5XZc8FCIA,Big Boss Foods,tacos ,30.25005,-97.75514,1502 S 1st St,78704.0,,5.0,3,https://www.yelp.com/biz/big-boss-foods-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,83
cxQEW0JaFDqOqkavm4zKXg,Brown's Bar-B-Que,bbq ,30.249409999999997,-97.76696,1901 S Lamar Blvd,78704.0,$$,4.5,286,https://www.yelp.com/biz/browns-bar-b-que-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,83
EbXMyDxKva76wdOuUWrsWg,Bar-B-Q Heaven,bbq ,30.26723289,-97.73718262,519 East 7th St,78701.0,$,4.0,78,https://www.yelp.com/biz/bar-b-q-heaven-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,94
DwKRKqchb0mJHinKAILDRQ,DaBest Eats Food Truck,hotdogs ,30.3515,-97.67526,9409 Dessau Rd,78754.0,,5.0,1,https://www.yelp.com/biz/dabest-eats-food-truck-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,58
Xuw36JYVj7lBQBlKL6Bi4g,Taquitos Michoacanos,mexican ,30.20740276,-97.77388414,5402 S Congress,78745.0,$,5.0,15,https://www.yelp.com/biz/taquitos-michoacanos-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,58
w5rO26sXVp-x6TpG7UdXBQ,D Chuck Wagon,burgers ,30.34175,-97.55556,,78653.0,,5.0,8,https://www.yelp.com/biz/d-chuck-wagon-manor?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,50
Owg9Db0oopzYB6UrmJosKQ,Masala Dhaba,indpak ,30.258394199999998,-97.7385891,75 Rainey St,78701.0,$,3.5,114,https://www.yelp.com/biz/masala-dhaba-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,82
DK_yJkRpHdRfQDN27wy1CQ,Taqueria La Chilanga,unknown,30.2511,-97.69957,5011-5021 E Cesar Chavez St,78702.0,,4.0,1,https://www.yelp.com/biz/taqueria-la-chilanga-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,40
yPmFDtN2Mp9bhNfR-wOXoA,RWB's Chow Bus,unknown,30.1678723,-97.829441,10415 Old Manchaca Rd,78748.0,,5.0,1,https://www.yelp.com/biz/rwbs-chow-bus-austin?adjust_creative=BrBVbvRJvDe2nFKgnT6pEw&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=BrBVbvRJvDe2nFKgnT6pEw,32
